genomeversion	biastype	biassubtype	chr	start	end
hg19	transcription	ts	chr19	55682567	55691809
hg19	transcription	ts	chr19	55692616	55720874
hg19	transcription	ts	chr19	55738007	55741647
hg19	transcription	ts	chr19	55741148	55770363
hg19	transcription	ts	chr19	55773599	55791749
hg19	transcription	ts	chr19	55824169	55845416
hg19	transcription	ts	chr19	55860674	55866182
hg19	transcription	ts	chr19	55863669	55870884
hg19	transcription	ts	chr19	55866276	55874628
hg19	transcription	ts	chr19	55875757	55881831
hg19	transcription	ts	chr19	55890613	55895966
hg19	transcription	ts	chr19	55912652	55919145
hg19	transcription	ts	chr19	55940107	55954230
hg19	transcription	ts	chr19	55964352	55973710
hg19	transcription	ts	chr19	56041100	56048456
hg19	transcription	ts	chr19	56052023	56056909
hg19	transcription	ts	chr19	56088899	56092211
hg19	transcription	ts	chr19	56102746	56113336
hg19	transcription	ts	chr19	56132108	56135967
hg19	transcription	ts	chr19	56219798	56249768
hg19	transcription	ts	chr19	56296770	56348166
hg19	transcription	ts	chr19	56403065	56443702
hg19	transcription	ts	chr19	56598732	56632649
hg19	transcription	ts	chr19	56662314	56663250
hg19	transcription	ts	chr19	56700939	56709289
hg19	transcription	ts	chr19	56732681	56879752
hg19	transcription	ts	chr19	56887413	56904914
hg19	transcription	ts	chr19	56950694	56989434
hg19	transcription	ts	chr19	57174020	57183151
hg19	transcription	ts	chr19	57285920	57352097
hg19	transcription	ts	chr19	57321445	57352096
hg19	transcription	ts	chr19	57645464	57656570
hg19	transcription	ts	chr19	57665389	57678811
hg19	transcription	ts	chr19	57949338	57988904
hg19	transcription	ts	chr19	57966542	57967854
hg19	transcription	ts	chr19	57978031	57988938
hg19	transcription	ts	chr19	58046625	58071231
hg19	transcription	ts	chr19	58082934	58090295
hg19	transcription	ts	chr19	58203868	58204128
hg19	transcription	ts	chr19	58208735	58220579
hg19	transcription	ts	chr19	58231119	58238992
hg19	transcription	ts	chr19	58315209	58326281
hg19	transcription	ts	chr19	58360099	58400442
hg19	transcription	ts	chr19	58388133	58427959
hg19	transcription	ts	chr19	58411664	58427978
hg19	transcription	ts	chr19	58433252	58446761
hg19	transcription	ts	chr19	58452201	58459043
hg19	transcription	ts	chr19	58469805	58485902
hg19	transcription	ts	chr19	58488421	58514717
hg19	transcription	ts	chr19	58595205	58629794
hg19	transcription	ts	chr19	58637619	58666477
hg19	transcription	ts	chr19	58856544	58864865
hg19	transcription	ts	chr19	58865723	58874214
hg19	transcription	ts	chr19	58878985	58892427
hg19	transcription	ts	chr19	58944181	58951589
hg19	transcription	ts	chr19	58990879	59023780
hg19	transcription	ts	chr19	59024897	59050278
hg19	transcription	ts	chr19	59062933	59066491
hg19	transcription	ts	chr19	59067079	59070327
hg19	transcription	ts	chr19	59073298	59084942
hg19	transcription	ts	chr20	168494	170322
hg19	transcription	ts	chr20	251504	271390
hg19	transcription	ts	chr20	416124	443197
hg19	transcription	ts	chr20	459116	524482
hg19	transcription	ts	chr20	584441	591042
hg19	transcription	ts	chr20	627259	634014
hg19	transcription	ts	chr20	627270	656444
hg19	transcription	ts	chr20	642240	656823
hg19	transcription	ts	chr20	740724	749131
hg19	transcription	ts	chr20	853296	896977
hg19	transcription	ts	chr20	939095	982907
hg19	transcription	ts	chr20	1161205	1166059
hg19	transcription	ts	chr20	1290619	1309883
hg19	transcription	ts	chr20	1316228	1317555
hg19	transcription	ts	chr20	1349622	1373806
hg19	transcription	ts	chr20	1422807	1448417
hg19	transcription	ts	chr20	1451386	1472233
hg19	transcription	ts	chr20	1514897	1539489
hg19	transcription	ts	chr20	1520790	1600655
hg19	transcription	ts	chr20	1544167	1600707
hg19	transcription	ts	chr20	1609798	1638425
hg19	transcription	ts	chr20	1959403	1974732
hg19	transcription	ts	chr20	2442280	2451499
hg19	transcription	ts	chr20	2447858	2489553
hg19	transcription	ts	chr20	2462463	2505348
hg19	transcription	ts	chr20	2639041	2644865
hg19	transcription	ts	chr20	2774715	2781283
hg19	transcription	ts	chr20	2815960	2821836
hg19	transcription	ts	chr20	3063202	3065370
hg19	transcription	ts	chr20	3088219	3140842
hg19	transcription	ts	chr20	3127165	3140543
hg19	transcription	ts	chr20	3143263	3154192
hg19	transcription	ts	chr20	3170996	3185331
hg19	transcription	ts	chr20	3208063	3219887
hg19	transcription	ts	chr20	3229951	3388272
hg19	transcription	ts	chr20	3639939	3644046
hg19	transcription	ts	chr20	3648612	3662893
hg19	transcription	ts	chr20	3667617	3687775
hg19	transcription	ts	chr20	3734155	3749034
hg19	transcription	ts	chr20	3758151	3762095
hg19	transcription	ts	chr20	3764498	3767337
hg19	transcription	ts	chr20	3912068	3996229
hg19	transcription	ts	chr20	4050799	4055812
hg19	transcription	ts	chr20	4201329	4229721
hg19	transcription	ts	chr20	4711928	4721314
hg19	transcription	ts	chr20	4760669	4804291
hg19	transcription	ts	chr20	4833002	4990939
hg19	transcription	ts	chr20	5080486	5093749
hg19	transcription	ts	chr20	5095599	5107272
hg19	transcription	ts	chr20	5282317	5297378
hg19	transcription	ts	chr20	5525085	5591672
hg19	transcription	ts	chr20	5917881	5931182
hg19	transcription	ts	chr20	6021424	6034695
hg19	transcription	ts	chr20	6055492	6104191
hg19	transcription	ts	chr20	7863628	7921121
hg19	transcription	ts	chr20	7957995	8000476
hg19	transcription	ts	chr20	9518036	9819689
hg19	transcription	ts	chr20	10385832	10414870
hg19	transcription	ts	chr20	10618332	10654694
hg19	transcription	ts	chr20	13246709	13619587
hg19	transcription	ts	chr20	13694969	13765532
hg19	transcription	ts	chr20	13829893	13977089
hg19	transcription	ts	chr20	14303634	14318262
hg19	transcription	ts	chr20	16252749	16554078
hg19	transcription	ts	chr20	17474550	17549865
hg19	transcription	ts	chr20	17594323	17662940
hg19	transcription	ts	chr20	17922241	17949623
hg19	transcription	ts	chr20	17937623	18039832
hg19	transcription	ts	chr20	18364011	18447829
hg19	transcription	ts	chr20	18467184	18477887
hg19	transcription	ts	chr20	18790372	18810797
hg19	transcription	ts	chr20	19738296	19738679
hg19	transcription	ts	chr20	20015012	20036690
hg19	transcription	ts	chr20	20370196	20693266
hg19	transcription	ts	chr20	21376005	21378666
hg19	transcription	ts	chr20	21491648	21494664
hg19	transcription	ts	chr20	22561643	22566093
hg19	transcription	ts	chr20	23026270	23030378
hg19	transcription	ts	chr20	23059986	23066977
hg19	transcription	ts	chr20	23330015	23334066
hg19	transcription	ts	chr20	23355159	23402125
hg19	transcription	ts	chr20	23431040	23433494
hg19	transcription	ts	chr20	23545369	23549386
hg19	transcription	ts	chr20	23583047	23586513
hg19	transcription	ts	chr20	23608534	23619110
hg19	transcription	ts	chr20	23666277	23669677
hg19	transcription	ts	chr20	23728190	23731905
hg19	transcription	ts	chr20	23804406	23807368
hg19	transcription	ts	chr20	23856572	23860387
hg19	transcription	ts	chr20	23965690	23969416
hg19	transcription	ts	chr20	24943561	24973615
hg19	transcription	ts	chr20	24986868	25039616
hg19	transcription	ts	chr20	25051521	25062996
hg19	transcription	ts	chr20	25207122	25207370
hg19	transcription	ts	chr20	25275379	25371619
hg19	transcription	ts	chr20	25433341	25566153
hg19	transcription	ts	chr20	25593571	25604811
hg19	transcription	ts	chr20	25654851	25677477
hg19	transcription	ts	chr20	25744102	25848861
hg19	transcription	ts	chr20	29891015	29896388
hg19	transcription	ts	chr20	29964967	29978406
hg19	transcription	ts	chr20	29992648	30000641
hg19	transcription	ts	chr20	30053309	30064560
hg19	transcription	ts	chr20	30252255	30311792
hg19	transcription	ts	chr20	30432103	30433420
hg19	transcription	ts	chr20	30435440	30458550
hg19	transcription	ts	chr20	30532758	30539895
hg19	transcription	ts	chr20	30780306	30795594
hg19	transcription	ts	chr20	31030862	31172876
hg19	transcription	ts	chr20	31290493	31331814
hg19	transcription	ts	chr20	31571579	31592239
hg19	transcription	ts	chr20	31946645	31989367
hg19	transcription	ts	chr20	31995761	32031698
hg19	transcription	ts	chr20	32244893	32262269
hg19	transcription	ts	chr20	32263489	32274210
hg19	transcription	ts	chr20	32294512	32308125
hg19	transcription	ts	chr20	32676104	32700138
hg19	transcription	ts	chr20	32868074	32899608
hg19	transcription	ts	chr20	33148346	33264910
hg19	transcription	ts	chr20	33284722	33413452
hg19	transcription	ts	chr20	33432523	33460663
hg19	transcription	ts	chr20	33516236	33543620
hg19	transcription	ts	chr20	33590207	33680674
hg19	transcription	ts	chr20	33703160	33865928
hg19	transcription	ts	chr20	33866714	33872788
hg19	transcription	ts	chr20	33873534	33880204
hg19	transcription	ts	chr20	33890369	33999944
hg19	transcription	ts	chr20	34021145	34042568
hg19	transcription	ts	chr20	34114799	34117481
hg19	transcription	ts	chr20	34213953	34252878
hg19	transcription	ts	chr20	34220262	34287281
hg19	transcription	ts	chr20	34236847	34252878
hg19	transcription	ts	chr20	34291531	34330234
hg19	transcription	ts	chr20	34541539	34547394
hg19	transcription	ts	chr20	34756461	34758180
hg19	transcription	ts	chr20	35240721	35274619
hg19	transcription	ts	chr20	35280169	35374481
hg19	transcription	ts	chr20	35380194	35402230
hg19	transcription	ts	chr20	35405845	35492089
hg19	transcription	ts	chr20	35518632	35580246
hg19	transcription	ts	chr20	35624752	35724398
hg19	transcription	ts	chr20	35729629	35807991
hg19	transcription	ts	chr20	35879489	35890238
hg19	transcription	ts	chr20	36130816	36156333
hg19	transcription	ts	chr20	36611409	36661870
hg19	transcription	ts	chr20	36756863	36794980
hg19	transcription	ts	chr20	36838890	36889174
hg19	transcription	ts	chr20	39314488	39317880
hg19	transcription	ts	chr20	39807088	39946312
hg19	transcription	ts	chr20	39988606	39995467
hg19	transcription	ts	chr20	40030741	40247133
hg19	transcription	ts	chr20	40701392	41818610
hg19	transcription	ts	chr20	42354804	42355638
hg19	transcription	ts	chr20	42740335	42816218
hg19	transcription	ts	chr20	42825136	42839431
hg19	transcription	ts	chr20	42931478	42939809
hg19	transcription	ts	chr20	43080624	43093984
hg19	transcription	ts	chr20	43124862	43150750
hg19	transcription	ts	chr20	43234346	43248126
hg19	transcription	ts	chr20	43248163	43280874
hg19	transcription	ts	chr20	43380449	43438979
hg19	transcription	ts	chr20	43570771	43589127
hg19	transcription	ts	chr20	43720951	43729753
hg19	transcription	ts	chr20	43738093	43743813
hg19	transcription	ts	chr20	43752066	43753106
hg19	transcription	ts	chr20	43880880	43883205
hg19	transcription	ts	chr20	43922085	43937169
hg19	transcription	ts	chr20	43953928	43977064
hg19	transcription	ts	chr20	44002526	44036529
hg19	transcription	ts	chr20	44095910	44107452
hg19	transcription	ts	chr20	44141101	44144264
hg19	transcription	ts	chr20	44162835	44168134
hg19	transcription	ts	chr20	44165625	44176391
hg19	transcription	ts	chr20	44165625	44176065
hg19	transcription	ts	chr20	44179792	44207965
hg19	transcription	ts	chr20	44236578	44259907
hg19	transcription	ts	chr20	44277202	44298909
hg19	transcription	ts	chr20	44313292	44333658
hg19	transcription	ts	chr20	44376583	44420571
hg19	transcription	ts	chr20	44451853	44462384
hg19	transcription	ts	chr20	44470360	44486045
hg19	transcription	ts	chr20	44515128	44516274
hg19	transcription	ts	chr20	44517264	44519926
hg19	transcription	ts	chr20	44527399	44540794
hg19	transcription	ts	chr20	44577292	44600833
hg19	transcription	ts	chr20	44689624	44718591
hg19	transcription	ts	chr20	44802372	44937137
hg19	transcription	ts	chr20	44978167	44993043
hg19	transcription	ts	chr20	44994688	45061704
hg19	transcription	ts	chr20	45129701	45142198
hg19	transcription	ts	chr20	45169585	45179213
hg19	transcription	ts	chr20	45186463	45304714
hg19	transcription	ts	chr20	45313004	45318418
hg19	transcription	ts	chr20	45837859	45985567
hg19	transcription	ts	chr20	46285092	46415360
hg19	transcription	ts	chr20	47240790	47444420
hg19	transcription	ts	chr20	47729878	47804904
hg19	transcription	ts	chr20	47854483	47894963
hg19	transcription	ts	chr20	47980414	48099184
hg19	transcription	ts	chr20	48120411	48184683
hg19	transcription	ts	chr20	48249482	48330415
hg19	transcription	ts	chr20	48519928	48532080
hg19	transcription	ts	chr20	48697661	48770174
hg19	transcription	ts	chr20	48697661	48732496
hg19	transcription	ts	chr20	48697663	48770335
hg19	transcription	ts	chr20	49202645	49308065
hg19	transcription	ts	chr20	49505585	49547958
hg19	transcription	ts	chr20	49551404	49575092
hg19	transcription	ts	chr20	49620193	49639666
hg19	transcription	ts	chr20	50003494	50179168
hg19	transcription	ts	chr20	50213053	50385173
hg19	transcription	ts	chr20	50400581	50419059
hg19	transcription	ts	chr20	50668202	50820847
hg19	transcription	ts	chr20	52183604	52226446
hg19	transcription	ts	chr20	52553316	52687304
hg19	transcription	ts	chr20	52769988	52790512
hg19	transcription	ts	chr20	54572496	54580528
hg19	transcription	ts	chr20	54944445	54967393
hg19	transcription	ts	chr20	55066548	55100981
hg19	transcription	ts	chr20	55743804	55841685
hg19	transcription	ts	chr20	55933496	55934878
hg19	transcription	ts	chr20	56071021	56100708
hg19	transcription	ts	chr20	56178902	56195632
hg19	transcription	ts	chr20	56223448	56286592
hg19	transcription	ts	chr20	56793551	56803709
hg19	transcription	ts	chr20	56806188	56884495
hg19	transcription	ts	chr20	57034157	57090187
hg19	transcription	ts	chr20	57570240	57582302
hg19	transcription	ts	chr20	57600522	57607437
hg19	transcription	ts	chr20	57608200	57617964
hg19	transcription	ts	chr20	58438618	58508710
hg19	transcription	ts	chr20	58511894	58515352
hg19	transcription	ts	chr20	60292562	60294804
hg19	transcription	ts	chr20	60528525	60640866
hg19	transcription	ts	chr20	60711791	60718496
hg19	transcription	ts	chr20	60790026	60795323
hg19	transcription	ts	chr20	60883011	60942368
hg19	transcription	ts	chr20	60963688	60982341
hg19	transcription	ts	chr20	60985293	61002589
hg19	transcription	ts	chr20	61038553	61051026
hg19	transcription	ts	chr20	61272071	61274656
hg19	transcription	ts	chr20	61472467	61493115
hg19	transcription	ts	chr20	61509090	61569304
hg19	transcription	ts	chr20	61637331	61638387
hg19	transcription	ts	chr20	61826781	61847586
hg19	transcription	ts	chr20	61872136	61904046
hg19	transcription	ts	chr20	61975420	62009753
hg19	transcription	ts	chr20	62037542	62103993
hg19	transcription	ts	chr20	62119366	62130505
hg19	transcription	ts	chr20	62159778	62168723
hg19	transcription	ts	chr20	62172163	62178857
hg19	transcription	ts	chr20	62189439	62205592
hg19	transcription	ts	chr20	62218955	62258394
hg19	transcription	ts	chr20	62271061	62284780
hg19	transcription	ts	chr20	62329996	62339355
hg19	transcription	ts	chr20	62375019	62462597
hg19	transcription	ts	chr20	62474779	62475273
hg19	transcription	ts	chr20	62492879	62493217
hg19	transcription	ts	chr20	62571186	62587769
hg19	transcription	ts	chr20	62588055	62680113
hg19	transcription	ts	chr20	62605466	62611361
hg19	transcription	ts	chr20	62679076	62680994
hg19	transcription	ts	chr20	62704534	62711323
hg19	transcription	ts	chr20	62714733	62715712
hg19	transcription	ts	chr20	62737173	62738524
hg19	transcription	ts	chr21	10906201	11029719
hg19	transcription	ts	chr21	14741931	14745386
hg19	transcription	ts	chr21	15051621	15053459
hg19	transcription	ts	chr21	15481134	15583166
hg19	transcription	ts	chr21	15743436	15755805
hg19	transcription	ts	chr21	15857549	15955723
hg19	transcription	ts	chr21	15964251	16031142
hg19	transcription	ts	chr21	16333556	16437321
hg19	transcription	ts	chr21	18965971	18985265
hg19	transcription	ts	chr21	19161284	19191703
hg19	transcription	ts	chr21	19641433	19858197
hg19	transcription	ts	chr21	26957968	26979829
hg19	transcription	ts	chr21	27088815	27107984
hg19	transcription	ts	chr21	27252861	27543446
hg19	transcription	ts	chr21	27838528	27945603
hg19	transcription	ts	chr21	28208606	28217728
hg19	transcription	ts	chr21	28290231	28338832
hg19	transcription	ts	chr21	30244513	30257693
hg19	transcription	ts	chr21	30300466	30365277
hg19	transcription	ts	chr21	30376705	30391699
hg19	transcription	ts	chr21	30428126	30446118
hg19	transcription	ts	chr21	30909254	31312351
hg19	transcription	ts	chr21	31538241	31538971
hg19	transcription	ts	chr21	31586324	31588391
hg19	transcription	ts	chr21	31653629	31655276
hg19	transcription	ts	chr21	31661463	31661832
hg19	transcription	ts	chr21	31691452	31692607
hg19	transcription	ts	chr21	31709331	31710012
hg19	transcription	ts	chr21	31720717	31720924
hg19	transcription	ts	chr21	31743709	31744557
hg19	transcription	ts	chr21	31797583	31798286
hg19	transcription	ts	chr21	31852018	31852663
hg19	transcription	ts	chr21	31859362	31859755
hg19	transcription	ts	chr21	31863782	31864275
hg19	transcription	ts	chr21	31869142	31869451
hg19	transcription	ts	chr21	31873975	31874435
hg19	transcription	ts	chr21	31913854	31914183
hg19	transcription	ts	chr21	31933194	31933633
hg19	transcription	ts	chr21	31962424	31962716
hg19	transcription	ts	chr21	31970909	31971219
hg19	transcription	ts	chr21	31985750	31986249
hg19	transcription	ts	chr21	32090843	32091095
hg19	transcription	ts	chr21	32119112	32119551
hg19	transcription	ts	chr21	32127439	32127746
hg19	transcription	ts	chr21	32185016	32185570
hg19	transcription	ts	chr21	32252966	32253874
hg19	transcription	ts	chr21	32410478	32410795
hg19	transcription	ts	chr21	32490734	32932290
hg19	transcription	ts	chr21	33043346	33104388
hg19	transcription	ts	chr21	33640530	33651380
hg19	transcription	ts	chr21	33683329	33765335
hg19	transcription	ts	chr21	33948862	33957843
hg19	transcription	ts	chr21	33949158	33984913
